ANO;TRIBO;AREA
2020;Caru;0
2020;Inawebohona;0
2020;Sucuba;0
2020;Torá;0
2020;Serra da Moça;0
2020;Xipaya;0,6
2020;Trocará - Doação;0
2020;Sissaíma;0,4
2020;Rio Mequens;0,08
2020;Rio Apaporis;0
2020;Guató;0
2020;Maracaxi;0
2020;São Domingos - MT;0
2020;Pacaas Novas;1,18
2020;Juininha;0
2020;Awa;0,73
2020;Pimentel Barbosa;0
2020;Araweté Igarapé Ipixuna;1,05
2020;Lago Jauari;0
2020;Manoa/Pium;1,3
2020;Sete de Setembro;2,99
2020;Kraolandia;0
2020;Krahó-Kanela;0
2020;Uneiuxi;0
2020;São Marcos - MT;0
2020;Kanela;0
2020;Xambioá;0
2020;Xerente;0
2020;Bragança-Marituba;0
2020;Bacurizinho;0,62
2020;Tabalascada;0,1
2020;Utiariti;0,19
2020;Galibi;0
2020;Pirineus de Souza;0
2020;Malacacheta;0,24
2020;Lagoa Comprida;0
2020;Paumari do Cuniua;0
2020;Gavião;0,07
2020;Poyanawa;0
2020;Arary;0
2020;Koatinemo;0,84
2020;Rio Omerê;0
2020;Truaru;0
2020;Diahui;0,07
2020;Prosperidade;0
2020;Ubawawe;0
2020;Pinatuba;0,2
2020;Portal do Encantado;3,86
2020;Tukuna Porto Espiritual;0
2020;Waiãpi;0,52
2020;Miguel/Josefa;0
2020;Sararé;0,11
2020;Rio Jumas;0
2020;Arara do Rio Branco;1,25
2020;Rodeador;0
2020;Anta;0
2020;Praia do Mangue;0
2020;Rio Formoso;0
2020;Praia do Índio;0
2020;Karajá de Aruanã III;0
2020;Santa Inez;0
2020;Munduruku;20,52
2020;Baía dos Guató;0,09
2020;Tembé;0
2020;Paumari do Lago Manissuã;0
2020;Turé/Mariquita II;0
2020;Maraã Urubaxi;0
2020;Kawahiva do Rio Pardo;0,1
2020;Pequizal;0
2020;Maró;0
2020;Enawenê-Nawê;0,09
2020;Las Casas;0
2020;Cajueiro;0
2020;Jatuarana;0
2020;Lago Capanã;0
2020;Vale do Javari;1,37
2020;Apinayé;0
2020;Itixi Mitari;0
2020;Parque do Tumucumaque;0
2020;Japuira;0
2020;Sai-Cinza;3,05
2020;São Sebastião;0,22
2020;Jacamim;0,14
2020;Alto Turiaçu;9,43
2020;Barata Livramento;0
2020;Vui-Uata-In;0,16
2020;Manoki;14,55
2020;Natal/Felicidade;0
2020;Ilha do Camaleão;0
2020;Kayabi;3,29
2020;Tabocal;0
2020;Sagarana;0
2020;Tirecatinga;0
2020;Waimiri-Atroari;1,15
2020;WaiWái;0,16
2020;Trombetas/Mapuera;0,7
2020;Terena Gleba Iriri;6,42
2020;Kwazá do Rio São Pedro;0
2020;Zuruahã;0
2020;Maranduba;0
2020;Lago do Limão;0,02
2020;Uneiuxi;0
2020;Araçá;0
2020;Zoró;2,86
2020;Kuruáya;0
2020;Tadarimana;0
2020;Karajá Santana do Araguaia;0
2020;Batovi;0,19
2020;Rio Urubu;0
2020;Pirahã;0,08
2020;Munduruku-Taquara;0
2020;Roosevelt;1,28
2020;São Leopoldo;0
2020;Governador;0
2020;Sarauá;1,77
2020;Tanaru ( restrição de uso );0
2020;Sororó;0,09
2020;Geralda Toco Preto;0,02
2020;Menkü;0
2020;Zoe;0
2020;Irantxe;0
2020;Rio Téa;0,16
2020;Apipica;0
2020;Porto Limoeiro;0
2020;Xikrin do Rio Catete;1,28
2020;Figueiras;0
2020;Riozinho do Alto Envira;0
2020;Lago Aiapua;0
2020;Ouro;0
2020;Utaria Wyhyna/Iròdu Iràna;0
2020;Rio Manicoré;0,25
2020;Uati-Paraná;0
2020;Funil;0
2020;Batelão;0
2020;Patauá;0
2020;Nukini;0,3
2020;Porto Praia;0
2020;Raimundão;0
2020;Kanela Memortumré;0,08
2020;Ipixuna;0
2020;Uaçá;0,4
2020;São Pedro;0
2020;Ituna/Itatá (restrição de uso);61,68
2020;Arariboia;1,09
2020;Rio Pindaré;0
2020;Areões;0
2020;Kararaô;0
2020;São Domingos do Jacapari e Estação;0,07
2020;Pequizal do Naruvôtu;0
2020;Jabuti;0
2020;Padre;0
2020;Parque do Aripuanã;0,47
2020;Ponciano;0
2020;Cajuhiri Atravessado;0
2020;Paukalirajausu;0
2020;Seruini/Mariene;0
2020;Escondido;0
2020;Trincheira;0
2020;Tenharim Marmelos (Gleba B);0,7
2020;Urubu Branco;14,66
2020;Taihantesu;0
2020;Tenharim do Igarapé Preto;0
2019;Jarawara/Jamamadi/Kanamati;0,06
2019;Kaxarari;0,57
2019;Barreira da Missão;0
2019;Igarapé Capana;0
2019;Banawá;0
2019;Kanamari do Rio Juruá;0,03
2019;Mamoadate;1,27
2019;Camadeni;0,07
2019;Anaro;0
2019;Alto Tarauacá;0
2019;Kampa e Isolados do Rio Envira;0,17
2019;Kulina Igarapé do Pau;0
2019;Karitiana;0
2019;Caititu;0
2019;Apurinã Km 124 BR-317;1,33
2019;Cacau do Tarauaca;0
2019;Bom Intento;0
2019;Macarrão;0,21
2019;São Francisco do Canimari;0
2019;Kampa do Rio Amônia;0,07
2019;Baú;0,36
2019;Krikati;1,14
2019;Kaxinawá do Rio Jordão;0,41
2019;Jaminawa do Igarapé Preto;0
2019;Kaxinawá Colônia Vinte e Sete;0
2019;Guanabara;0
2019;Jurubaxi-téa;0,21
2019;Mapari;0
2019;Peneri/Tacaquiri;0
2019;Évare II;0,91
2019;Igarapé do Caucho;0
2019;Kaxinawá Nova Olinda;0,16
2019;Alto Rio Negro;3,13
2019;Espírito Santo;0
2019;Jaminaua/Envira;0,07
2019;Kumaru do Lago Ualá;0
2019;Camicua;0
2019;Igarapé Grande;0
2019;Inauini/Teuini;0,08
2019;Hi Merimã;0
2019;Igarapé Taboca do Alto Tarauacá;0
2019;Barro Alto;0
2019;Cabeceira do Rio Acre;0,23
2019;Paumari do Lago Paricá;0
2019;Andirá-Marau;4,08
2019;Deni;0,93
2019;Balaio;0,26
2019;Campinas/Katukina;0
2019;Kaxinawá Ashaninka do Rio Breu;0
2019;Água Preta/Inari;0
2019;Kaxinawá do Baixo Rio Jordão;0,18
2019;Guajahã;0
2019;Ananás;0
2019;Sapotal;0
2019;Paraná do Arauató;0,07
2019;São Pedro do Sepatini;0
2019;Santana;0
2019;Igarapé Lage;1,58
2019;Kaxinawá do Rio Humaitá;0
2019;Mãe Maria;0,26
2019;Krenyê;0
2019;Kampa do Igarapé Primavera;0,16
2019;Badjonkore;0
2019;Jaminawa Arara do Rio Bagé;0,06
2019;Kaxinawá da Praia do Carapanã;0,17
2019;Alto Rio Purus;0,12
2019;Acapuri de Cima;0
2019;Betania;0
2019;Rio Guaporé;0
2019;Cuiu-Cuiu;0
2019;Catipari/Mamoria;0,16
2019;Lauro Sodré;0
2019;Boca do Acre;0,72
2019;Apurinã do Igarapé Mucuim;0
2019;Juma;0
2019;Igarapé Ribeirão;0,24
2019;Kulina do Medio Jurua;0
2019;Estrela da Paz;0,08
2019;Arara do Igarapé Humaitá;0,29
2019;Kulina do Rio Envira;0
2019;Évare I;2,93
2019;Karipuna;10,83
2019;Marajai;0
2019;Jacareúba/Katauixi (restrição uso);0,17
2019;Kaxinawá Seringal Independência;0,34
2019;Matintin;0
2019;Acimã;0
2019;Cué Cué/ Marabitanas;0,49
2019;Mawetek;0
2019;Alto Sepatini;0
2019;Apiaka/Kayabi;0
2019;Arara da Volta Grande do Xingu;0,5
2019;Apiaká do Pontal e Isolados;0
2019;Katukina/Kaxinawá;0,15
2019;Miratu;0,15
2019;Lago do Correio;0,15
2019;Jaquiri;0
2019;Paumari do Rio Ituxi;0
2019;Arara do Rio Amônia;0
2019;Paracuhuba;0,12
2019;Tuwa Apekuokawera;0,13
2019;Jumina;0
2019;Tikuna de Santo Antonio;0,12
2019;Nova Jacundá;0
2019;Estivadinho;0
2019;Apurinã Igarapé Tauamirim;0
2019;Juruna do Km 17;0
2019;Fortaleza do Castanho;0
2019;Capoto/Jarina;0,08
2019;Jauary;0,2
2019;Nhamundá/Mapuera;2,07
2019;Uru-Eu-Wau-Wau;10,78
2019;Santa Cruz da Nova Aliança;0
2019;Pium;0
2019;Aripuanã;0,27
2019;Uirapuru;0
2019;Wedezé;0
2019;Turé/Mariquita;0,1
2019;Itaitinga;0
2019;Taego Ãwa;0
2019;Parabubure;0
2019;Meria;0
2019;Trincheira Bacaja;34,63
2019;Nambikwara;0,15
2019;Vale do Guaporé;0,1
2019;Muriru;0
2019;Cunhã-Sapucaia;0,14
2019;Jarudore;0
2019;Ponte de Pedra;0
2019;Alto Rio Guamá;2,31
2019;Aningal;0,33
2019;Rio Paru DEste;0,52
2019;Menkragnoti;0,72
2019;Porquinhos;0
2019;Serra Morena;0,09
2019;Bacurizinho;0,07
2019;Cachoeira Seca;61,3
2019;Anambé;0
2019;Barreirinha;0
2019;Tumiã;0,08
2019;Setemã;0
2019;Fortaleza do Patauá;0
2019;Paquiçamba;0,75
2019;Maraitá;0
2019;Massaco;0,04
2019;Boqueirão;0,14
2019;Apyterewa;85,27
2019;Sawré Muybu (Pimental);1,05
2019;Recreio/São Félix;0
2019;Wawi;0
2019;Cuia;0
2019;Kaxuyana-Tunayana;1,18
2019;Tapirapé/Karajá;0
2019;Trocará;0
2019;Ariramba;0
2019;Cobra Grande;0
2019;Rio Negro Ocaia;0
2019;Arara;0,04
2019;Rio Gregório;0,72
2019;Parakanã;0
2019;Parque do Araguaia;0
2019;Nova Esperança do Rio Jandiatuba;0
2019;Ponta da Serra;0
2019;Médio Rio Negro I;1,75
2019;Murutinga/Tracaja;0,61
2019;Tukuna Umariaçu;0,07
2019;Tenharim Marmelos;0,22
2019;Canauanim;0,74
2019;Maraiwatsede;0,99
2019;Parana do Paricá;0
2019;Parana do Boa Boa;0
2019;Krenrehé;0
2019;Urucu/Juruá;0
2019;Sangradouro/Volta Grande;0
2019;Karajá de Aruanã II;0
2019;Morro Branco;0
2019;Lagoa dos Brincos;0
2019;Cana Brava/Guajajara;0
2019;Médio Rio Negro II;0,14
2019;Riozinho;0
2019;Rio Gregório;0,22
2019;Tupã-Supé;0
2019;Rio Branco;0,67
2019;Merure;0
2019;Porquinhos dos Canela-Apãnjekra;0,36
2019;Erikpatsá;0
2019;Panará;0,28
2019;Bakairi;0
2019;Apurinã do Igarapé São João;0
2019;Sururuá;0,07
2019;Uty-Xunaty;0
2019;Vista Alegre;0,31
2019;Mangueira;0
2019;Cacique Fontoura;0
2019;Boa Vista - AM;0
2019;Lago do Beruri;0
2019;Chão Preto;0
2019;Perigara;0
2019;Parque do Xingu;1,11
2019;Igarapé Lourdes;2,24
2019;Piripkura ( restrição de uso );0,83
2019;Paresi;0
2019;Coata-Laranjal;0,62
2019;Bom Jesus;0
2019;Paumari do Lago Marahã;0,27
2019;Estação Parecis;0
2019;Rio Biá;0,14
2019;Menkü;3,47
2019;Tubarão Latunde;0,4
2019;São Marcos - RR;1,38
2019;Sepoti;0
2019;Tereza Cristina;0
2019;Umutina;0,41
2019;Tikúna de Feijoal;0,07
2019;Kayapó;20,07
2019;Yanomami;29,9
2019;Paquiçamba;0,2
2019;Amanayé;0,37
2019;Marechal Rondon;0
2019;Lago do Marinheiro;0
2019;Moskow;0,74
2019;Raposa Serra do Sol;2,75
2019;Rio Negro Ocaia;0
2019;Pirititi;0,65
2019;Nove de Janeiro;0,43
2019;Caru;0
2019;Inawebohona;0
2019;Sucuba;0,2
2019;Torá;0
2019;Serra da Moça;0
2019;Xipaya;0
2019;Trocará - Doação;0
2019;Sissaíma;1,06
2019;Rio Mequens;0,02
2019;Rio Apaporis;0
2019;Guató;0
2019;Maracaxi;0
2019;São Domingos - MT;0
2019;Pacaas Novas;0,42
2019;Juininha;0
2019;Awa;0
2019;Pimentel Barbosa;0
2019;Araweté Igarapé Ipixuna;1,23
2019;Lago Jauari;0
2019;Manoa/Pium;1,46
2019;Sete de Setembro;3,92
2019;Kraolandia;0
2019;Krahó-Kanela;0
2019;Uneiuxi;0
2019;São Marcos - MT;0
2019;Kanela;0,47
2019;Xambioá;0
2019;Xerente;0
2019;Bragança-Marituba;0
2019;Bacurizinho;1,1
2019;Tabalascada;0,69
2019;Utiariti;0
2019;Galibi;0,15
2019;Pirineus de Souza;0
2019;Malacacheta;2,75
2019;Lagoa Comprida;0,07
2019;Paumari do Cuniua;0,07
2019;Gavião;0
2019;Poyanawa;0
2019;Arary;0
2019;Koatinemo;0,23
2019;Rio Omerê;0,02
2019;Truaru;0,07
2019;Diahui;0
2019;Prosperidade;0
2019;Ubawawe;0
2019;Pinatuba;0
2019;Portal do Encantado;4,06
2019;Tukuna Porto Espiritual;0,14
2019;Waiãpi;1,07
2019;Miguel/Josefa;0
2019;Sararé;0
2019;Rio Jumas;0
2019;Arara do Rio Branco;0,46
2019;Rodeador;0,07
2019;Anta;0,07
2019;Praia do Mangue;0
2019;Rio Formoso;0
2019;Praia do Índio;0
2019;Karajá de Aruanã III;0
2019;Santa Inez;0
2019;Munduruku;18,35
2019;Baía dos Guató;0
2019;Tembé;0,13
2019;Paumari do Lago Manissuã;0
2019;Turé/Mariquita II;0
2019;Maraã Urubaxi;0,2
2019;Kawahiva do Rio Pardo;0
2019;Pequizal;0
2019;Maró;0
2019;Enawenê-Nawê;0,47
2019;Las Casas;0
2019;Cajueiro;0
2019;Jatuarana;0
2019;Lago Capanã;0
2019;Vale do Javari;2,72
2019;Apinayé;0,07
2019;Itixi Mitari;0
2019;Parque do Tumucumaque;0,34
2019;Japuira;0
2019;Sai-Cinza;0,16
2019;São Sebastião;0,17
2019;Jacamim;0
2019;Alto Turiaçu;1,19
2019;Barata Livramento;0
2019;Vui-Uata-In;0
2019;Manoki;4,53
2019;Natal/Felicidade;0
2019;Ilha do Camaleão;0
2019;Kayabi;0,95
2019;Tabocal;0
2019;Sagarana;0
2019;Tirecatinga;0
2019;Waimiri-Atroari;1,04
2019;WaiWái;0,38
2019;Trombetas/Mapuera;0,81
2019;Terena Gleba Iriri;0,14
2019;Kwazá do Rio São Pedro;0
2019;Zuruahã;0,83
2019;Maranduba;0
2019;Lago do Limão;0,31
2019;Uneiuxi;0
2019;Araçá;0,19
2019;Zoró;2,93
2019;Kuruáya;0
2019;Tadarimana;0
2019;Karajá Santana do Araguaia;0
2019;Batovi;0
2019;Rio Urubu;0,23
2019;Pirahã;0,6
2019;Munduruku-Taquara;0
2019;Roosevelt;0,81
2019;São Leopoldo;0
2019;Governador;0
2019;Sarauá;1,25
2019;Tanaru ( restrição de uso );0
2019;Sororó;0,41
2019;Geralda Toco Preto;0
2019;Menkü;0
2019;Zoe;0
2019;Irantxe;0
2019;Rio Téa;0,1
2019;Apipica;0
2019;Porto Limoeiro;0
2019;Xikrin do Rio Catete;0,47
2019;Figueiras;0
2019;Riozinho do Alto Envira;0,08
2019;Lago Aiapua;0
2019;Ouro;0
2019;Utaria Wyhyna/Iròdu Iràna;0
2019;Rio Manicoré;0
2019;Uati-Paraná;0,15
2019;Funil;0
2019;Batelão;0,06
2019;Patauá;0,09
2019;Nukini;0,85
2019;Porto Praia;0
2019;Raimundão;0,12
2019;Kanela Memortumré;0
2019;Ipixuna;0
2019;Uaçá;3,75
2019;São Pedro;0
2019;Ituna/Itatá (restrição de uso);119,96
2019;Arariboia;1,43
2019;Rio Pindaré;0
2019;Areões;0
2019;Kararaô;0
2019;São Domingos do Jacapari e Estação;0
2019;Pequizal do Naruvôtu;0
2019;Jabuti;0
2019;Padre;0
2019;Parque do Aripuanã;0,27
2019;Ponciano;0,13
2019;Cajuhiri Atravessado;0
2019;Paukalirajausu;0
2019;Seruini/Mariene;0
2019;Escondido;0,07
2019;Trincheira;0,11
2019;Tenharim Marmelos (Gleba B);0,15
2019;Urubu Branco;0,12
2019;Taihantesu;0
2019;Tenharim do Igarapé Preto;0,13
